sku,data_venda,venda
234,2024-04-06,73
4436,2024-03-06,12
594,2024-03-09,30
4436,2024-03-04,10
594,2024-04-06,41
412,2024-04-03,35
412,2024-03-23,42
4436,2024-03-03,14
594,2024-03-22,10
234,2024-03-15,48
5472,2024-03-25,15
5472,2024-03-30,41
4193,2024-03-11,14
5403,2024-03-23,26
5403,2024-03-20,14
601,2024-03-21,29
4436,2024-03-01,12
4193,2024-02-24,38
412,2024-03-29,25
234,2024-03-09,60
4193,2024-03-02,50
601,2024-04-05,53
234,2024-03-22,45
234,2024-03-06,40
234,2024-03-11,31
412,2024-02-27,26
412,2024-03-10,42
412,2024-03-13,49
412,2024-04-05,52
4193,2024-04-06,37
601,2024-02-27,14
594,2024-03-04,14
234,2024-03-12,26
412,2024-04-06,54
5472,2024-04-03,16
5310,2024-03-26,11
594,2024-02-29,16
594,2024-03-27,63
4193,2024-03-14,16
234,2024-03-03,32
5403,2024-04-03,21
594,2024-03-02,22
601,2024-03-22,35
594,2024-04-02,25
412,2024-03-19,34
594,2024-03-08,19
601,2024-02-26,14
4193,2024-03-10,25
412,2024-03-08,53
412,2024-03-14,41
601,2024-03-29,36
5472,2024-04-02,17
4193,2024-03-20,16
4193,2024-03-16,30
4193,2024-02-25,21
5472,2024-03-28,23
601,2024-03-26,20
234,2024-03-29,18
234,2024-03-25,17
412,2024-03-17,32
4193,2024-03-06,22
4436,2024-03-10,12
594,2024-04-07,17
412,2024-03-02,73
601,2024-03-18,23
412,2024-03-07,37
601,2024-03-15,32
5403,2024-03-24,10
5403,2024-03-10,11
601,2024-03-10,28
412,2024-03-09,60
4193,2024-03-15,33
412,2024-03-04,33
234,2024-03-07,37
412,2024-02-24,53
4193,2024-04-08,12
5403,2024-04-06,27
234,2024-03-10,31
5403,2024-04-04,14
234,2024-02-26,26
412,2024-03-15,49
601,2024-03-05,27
594,2024-04-08,22
5310,2024-03-12,13
5403,2024-03-28,21
5472,2024-03-20,13
601,2024-03-17,25
234,2024-03-02,68
601,2024-04-08,32
5472,2024-04-01,10
1126,2024-03-09,11
4193,2024-03-23,33
3114,2024-03-16,11
4193,2024-03-17,28
5403,2024-03-22,15
3019,2024-02-24,10
412,2024-03-12,41
234,2024-03-24,35
5472,2024-04-06,44
601,2024-04-06,58
5403,2024-04-02,11
594,2024-02-28,12
4193,2024-02-29,13
4436,2024-04-05,10
5472,2024-03-16,18
601,2024-04-01,28
5403,2024-04-08,14
601,2024-02-29,26
5472,2024-03-23,39
412,2024-03-11,33
234,2024-03-05,28
234,2024-03-04,33
4193,2024-03-07,14
234,2024-03-16,69
412,2024-02-29,37
601,2024-03-27,25
4193,2024-02-26,10
234,2024-03-17,42
594,2024-04-03,34
412,2024-03-21,32
601,2024-03-12,24
601,2024-04-03,36
594,2024-03-28,76
601,2024-03-01,22
234,2024-02-27,28
234,2024-04-04,31
5310,2024-03-03,11
412,2024-03-06,33
412,2024-02-25,31
5310,2024-03-16,33
234,2024-03-27,39
412,2024-04-01,31
4193,2024-03-29,17
594,2024-04-04,28
5403,2024-03-31,12
5310,2024-04-04,11
234,2024-02-29,24
594,2024-02-24,19
594,2024-02-25,12
412,2024-03-27,20
594,2024-03-11,11
601,2024-03-07,25
234,2024-03-08,35
5310,2024-03-27,11
601,2024-04-04,34
601,2024-03-24,22
5472,2024-04-05,11
594,2024-03-10,24
594,2024-03-05,14
234,2024-03-28,20
234,2024-03-30,37
3114,2024-03-30,11
4193,2024-03-04,17
601,2024-02-24,28
4436,2024-03-15,10
5310,2024-03-29,10
5310,2024-03-02,19
5310,2024-03-17,14
5472,2024-03-31,18
4436,2024-04-06,12
412,2024-03-01,41
601,2024-04-02,29
5472,2024-03-26,15
5310,2024-03-20,12
601,2024-03-09,33
601,2024-03-25,14
4436,2024-03-08,10
234,2024-04-01,17
594,2024-03-29,39
601,2024-03-16,44
4193,2024-03-30,28
234,2024-04-03,32
5310,2024-04-06,23
412,2024-04-07,34
234,2024-04-05,42
5403,2024-03-25,14
412,2024-03-28,29
412,2024-03-18,35
4436,2024-03-11,11
4436,2024-03-09,19
412,2024-02-28,44
412,2024-03-24,31
5310,2024-03-30,13
234,2024-03-20,41
234,2024-03-23,69
601,2024-03-31,13
3019,2024-03-09,11
5472,2024-03-29,21
594,2024-02-26,15
412,2024-03-22,36
3945,2024-04-07,10
234,2024-03-01,20
3114,2024-03-09,10
601,2024-03-11,25
234,2024-04-08,23
5310,2024-03-08,16
4436,2024-02-29,12
234,2024-02-24,56
234,2024-02-25,15
594,2024-04-05,36
5310,2024-03-28,14
5310,2024-03-23,15
594,2024-03-15,22
601,2024-03-19,24
5310,2024-03-10,16
4193,2024-03-01,25
5310,2024-03-18,10
5310,2024-03-15,11
5403,2024-04-01,16
601,2024-02-28,23
601,2024-03-03,20
4436,2024-02-24,19
5310,2024-04-05,18
3019,2024-03-08,10
5403,2024-03-27,12
5472,2024-03-19,10
594,2024-03-03,17
5310,2024-03-22,13
412,2024-04-08,25
594,2024-03-26,26
601,2024-03-13,25
5310,2024-03-11,13
234,2024-03-31,14
4193,2024-03-24,11
5310,2024-04-07,11
601,2024-03-20,22
5403,2024-03-26,10
594,2024-03-14,14
5403,2024-03-19,18
4193,2024-04-04,15
234,2024-04-02,26
594,2024-04-01,29
4193,2024-03-21,13
5403,2024-03-21,14
4193,2024-04-07,20
601,2024-03-14,24
4193,2024-04-03,11
5403,2024-03-29,17
5310,2024-03-07,16
5472,2024-03-27,17
234,2024-02-28,22
594,2024-03-06,13
594,2024-03-16,22
5403,2024-03-17,15
3019,2024-03-02,10
5472,2024-04-08,11
4193,2024-03-27,11
4193,2024-02-28,17
5403,2024-03-14,11
5310,2024-03-14,12
4193,2024-03-28,14
5472,2024-04-04,10
4436,2024-03-16,17
412,2024-04-02,28
601,2024-02-25,11
4193,2024-03-25,13
4128,2024-03-15,10
4193,2024-03-13,12
594,2024-03-07,14
5472,2024-03-24,20
4436,2024-03-23,12
5304,2024-04-06,14
594,2024-03-24,14
4436,2024-02-28,13
3019,2024-03-30,10
4193,2024-03-31,11
4193,2024-03-12,10
4193,2024-02-27,10
3019,2024-03-10,10
2746,2024-03-27,10
4798,2024-02-28,12
1288,2024-03-22,29
1288,2024-03-17,26
1288,2024-04-07,46
5666,2024-03-17,27
1288,2024-03-02,64
1288,2024-03-13,29
1734,2024-03-27,45
1734,2024-03-02,62
1734,2024-03-24,36
1288,2024-03-03,26
1734,2024-03-23,55
1734,2024-03-25,25
1288,2024-03-11,23
2746,2024-03-11,18
5666,2024-03-15,38
1288,2024-03-31,25
1734,2024-03-03,23
2746,2024-04-07,29
2746,2024-04-06,41
5666,2024-03-29,29
1734,2024-03-10,45
1734,2024-03-26,39
1734,2024-03-08,29
4798,2024-03-20,17
5388,2024-04-06,19
2746,2024-03-25,25
1288,2024-03-26,18
1288,2024-03-27,28
1734,2024-03-11,42
5388,2024-04-01,12
1288,2024-03-29,40
5666,2024-04-08,29
2746,2024-03-13,21
1734,2024-03-04,32
1288,2024-03-04,23
2746,2024-03-30,35
1734,2024-03-07,35
1734,2024-04-05,47
1288,2024-03-28,34
5388,2024-03-14,11
5666,2024-03-30,60
1288,2024-03-16,50
1734,2024-03-30,79
1288,2024-03-15,46
1734,2024-04-07,46
4798,2024-03-02,32
4670,2024-03-19,12
1288,2024-03-30,70
1288,2024-03-21,31
5666,2024-03-31,11
1288,2024-04-08,18
2746,2024-03-15,15
4798,2024-03-11,12
1734,2024-03-18,47
1288,2024-03-05,21
4670,2024-03-26,14
1288,2024-04-02,24
5666,2024-04-05,28
1288,2024-02-27,30
1288,2024-03-07,26
1734,2024-04-06,66
2746,2024-03-14,23
1288,2024-03-25,20
1734,2024-03-17,34
1288,2024-03-01,50
4670,2024-03-30,31
2746,2024-03-28,30
4256,2024-03-09,24
4798,2024-03-09,36
5666,2024-03-23,55
5666,2024-03-16,56
5666,2024-03-11,26
5666,2024-03-12,23
4256,2024-03-02,15
1288,2024-03-10,36
1734,2024-04-08,33
1288,2024-04-01,20
1288,2024-04-06,47
2746,2024-03-23,34
1288,2024-03-18,31
1734,2024-02-27,28
2746,2024-03-04,10
1734,2024-04-01,46
2746,2024-03-24,20
4670,2024-04-05,13
4798,2024-03-23,19
1288,2024-03-06,49
4798,2024-03-22,21
702,2024-03-13,11
4798,2024-02-24,20
2746,2024-03-08,27
4670,2024-03-24,15
1734,2024-03-09,70
1288,2024-03-14,37
1734,2024-04-02,28
1288,2024-02-28,17
1734,2024-04-03,24
5666,2024-03-22,34
5666,2024-03-25,21
5666,2024-03-19,18
5666,2024-03-09,62
4798,2024-03-10,17
1734,2024-03-15,39
4256,2024-03-30,12
5666,2024-03-14,24
1734,2024-03-12,34
2746,2024-03-10,35
1734,2024-03-01,47
4798,2024-03-12,12
1288,2024-03-23,54
4670,2024-03-25,12
5666,2024-04-02,13
5666,2024-03-10,29
4798,2024-03-14,23
5666,2024-03-28,39
5666,2024-03-26,15
1288,2024-03-08,47
1288,2024-03-19,27
1288,2024-02-25,19
1734,2024-03-16,54
4798,2024-03-27,12
3855,2024-03-15,11
5666,2024-03-24,35
1734,2024-03-13,28
4670,2024-04-06,25
2746,2024-04-01,11
1288,2024-03-12,24
4670,2024-03-22,14
3799,2024-03-30,11
3855,2024-03-09,11
1734,2024-03-21,32
5388,2024-03-30,18
1734,2024-02-25,33
1734,2024-03-20,62
1734,2024-03-19,23
1288,2024-04-05,34
5666,2024-03-02,16
1734,2024-03-31,30
5388,2024-04-05,14
4256,2024-03-28,10
2746,2024-03-03,11
4798,2024-03-30,24
5388,2024-03-28,14
2746,2024-03-18,18
1734,2024-02-28,34
4670,2024-03-23,20
4798,2024-03-07,14
1734,2024-03-22,18
2746,2024-03-17,24
2746,2024-03-09,34
1288,2024-03-20,24
3855,2024-02-24,11
2746,2024-04-05,20
1288,2024-02-24,55
4798,2024-04-07,13
5666,2024-03-13,25
4798,2024-03-18,19
3799,2024-03-16,12
5666,2024-03-07,24
2746,2024-03-07,16
4798,2024-03-08,18
4798,2024-03-15,22
5666,2024-04-07,24
5666,2024-04-06,47
3799,2024-04-06,16
5388,2024-03-16,17
5666,2024-03-05,11
2746,2024-03-06,10
2746,2024-04-08,17
4670,2024-03-16,10
1734,2024-02-24,57
702,2024-03-15,12
1288,2024-03-09,58
4798,2024-03-24,12
2746,2024-03-16,28
5666,2024-03-21,19
1734,2024-03-14,45
5666,2024-03-20,20
4670,2024-03-27,10
1734,2024-03-28,42
1288,2024-02-29,27
1288,2024-04-04,20
5666,2024-04-03,15
4798,2024-03-19,13
3855,2024-03-02,14
1734,2024-03-05,31
2746,2024-03-05,11
5388,2024-03-23,11
2746,2024-03-20,12
4798,2024-03-25,11
5666,2024-03-18,19
5666,2024-04-01,20
2746,2024-03-12,15
3855,2024-04-06,13
4798,2024-03-17,23
1288,2024-02-26,25
4798,2024-02-29,17
3799,2024-04-08,12
4798,2024-03-01,18
4798,2024-03-03,18
4798,2024-03-28,12
4798,2024-04-06,22
4670,2024-04-01,11
5666,2024-03-27,20
5666,2024-03-01,16
1734,2024-02-26,35
4256,2024-02-28,10
4798,2024-04-02,10
1734,2024-04-04,35
4798,2024-03-05,14
3674,2024-02-24,11
5388,2024-04-07,12
1734,2024-03-29,24
4798,2024-03-21,21
4798,2024-03-06,19
1734,2024-03-06,33
3855,2024-03-24,10
1288,2024-03-24,24
4798,2024-03-13,22
5388,2024-03-09,12
5666,2024-04-04,15
4670,2024-03-29,11
4670,2024-04-03,12
4798,2024-03-16,27
5666,2024-03-08,32
4798,2024-04-03,11
2746,2024-04-02,13
1288,2024-04-03,24
2746,2024-03-02,12
2746,2024-03-22,17
2746,2024-03-21,13
2746,2024-03-31,11
3674,2024-02-28,12
4670,2024-03-28,18
1734,2024-02-29,42
2746,2024-04-04,11
4256,2024-03-16,10
4798,2024-04-04,10
5666,2024-03-03,12
4670,2024-04-04,11
4798,2024-03-26,13
4234,2024-03-22,18
4122,2024-03-12,37
3710,2024-04-06,23
1780,2024-03-23,30
2185,2024-04-07,54
4122,2024-03-02,103
4122,2024-04-03,24
4573,2024-03-28,32
4713,2024-04-07,19
4122,2024-03-16,104
4122,2024-03-19,32
4713,2024-03-09,50
3710,2024-03-14,19
4713,2024-04-06,51
4234,2024-03-20,13
1780,2024-04-05,21
4234,2024-03-16,13
4713,2024-03-30,35
4122,2024-03-28,38
4573,2024-03-14,33
4122,2024-03-03,72
4122,2024-03-06,56
4801,2024-03-02,14
4573,2024-03-20,28
2185,2024-04-06,78
1282,2024-03-30,28
2185,2024-04-04,36
3710,2024-04-05,15
4573,2024-03-18,22
4234,2024-03-19,10
4234,2024-04-05,32
4122,2024-03-18,23
4721,2024-02-25,21
4122,2024-04-06,43
2185,2024-03-23,56
4122,2024-03-10,53
4573,2024-04-02,21
4573,2024-04-03,27
1780,2024-03-26,11
4713,2024-03-23,14
1780,2024-03-09,15
4573,2024-03-27,26
4122,2024-02-25,51
86,2024-03-13,14
4122,2024-04-04,31
4721,2024-03-07,20
4721,2024-03-28,17
1780,2024-04-07,24
4721,2024-03-19,18
4573,2024-02-28,13
1780,2024-03-12,14
4713,2024-03-03,30
4573,2024-03-02,33
4573,2024-04-01,22
86,2024-03-04,12
4573,2024-03-16,50
4573,2024-03-19,25
3710,2024-03-09,20
3710,2024-03-03,15
4713,2024-03-14,12
4573,2024-03-15,42
5340,2024-03-23,13
4122,2024-03-15,70
4573,2024-03-07,38
4122,2024-03-01,43
4122,2024-02-24,97
4234,2024-03-21,14
4122,2024-03-17,64
4573,2024-03-12,35
2185,2024-03-24,41
4122,2024-02-28,65
4573,2024-03-11,28
4721,2024-04-05,22
4234,2024-04-06,54
3710,2024-03-10,11
4713,2024-03-15,14
4573,2024-03-06,32
2185,2024-03-30,79
2185,2024-04-08,23
4234,2024-03-23,34
4721,2024-02-29,19
1282,2024-04-06,37
4713,2024-03-19,12
4573,2024-04-06,40
4573,2024-03-04,22
1282,2024-03-02,28
1780,2024-03-08,17
4573,2024-03-22,24
4573,2024-03-01,20
4122,2024-03-14,44
4721,2024-03-27,13
2185,2024-03-29,28
1780,2024-03-14,13
1282,2024-03-03,10
1282,2024-03-23,24
4122,2024-03-11,46
4539,2024-03-09,13
4573,2024-03-10,42
4122,2024-04-01,19
4122,2024-04-05,29
1780,2024-03-30,32
4573,2024-03-13,39
4573,2024-03-25,17
4539,2024-03-02,16
4122,2024-03-13,52
1780,2024-03-24,13
4234,2024-04-07,31
86,2024-04-07,14
1282,2024-02-24,23
2185,2024-03-16,32
86,2024-03-16,11
4573,2024-02-26,11
4721,2024-03-30,18
4122,2024-03-09,114
2185,2024-03-19,21
4004,2024-04-06,11
86,2024-04-04,10
4122,2024-02-26,42
3710,2024-03-23,25
3710,2024-03-07,12
4234,2024-04-04,24
4713,2024-04-05,19
4713,2024-02-28,18
4721,2024-03-12,14
1282,2024-03-28,15
4234,2024-03-30,41
4721,2024-03-08,29
2185,2024-03-22,26
4713,2024-03-05,13
4713,2024-03-18,11
4721,2024-03-11,19
2185,2024-04-05,36
86,2024-02-28,10
4122,2024-03-05,46
4122,2024-03-24,24
4122,2024-03-08,50
4122,2024-03-21,26
4573,2024-03-09,68
4721,2024-03-15,17
4122,2024-03-29,24
4573,2024-04-08,19
4234,2024-03-28,37
2185,2024-03-27,28
4539,2024-03-08,11
2185,2024-04-03,33
4713,2024-04-04,18
3710,2024-03-19,18
4234,2024-03-31,19
3710,2024-03-16,32
4721,2024-04-07,14
4122,2024-04-07,23
4122,2024-03-26,31
2185,2024-03-26,28
4721,2024-04-06,29
4573,2024-03-17,28
4713,2024-03-16,23
4713,2024-03-02,31
3710,2024-03-15,17
4721,2024-03-05,16
3710,2024-04-03,12
4122,2024-03-30,51
4573,2024-04-04,24
4122,2024-03-31,12
4234,2024-03-27,31
4713,2024-03-12,24
4573,2024-03-23,42
4234,2024-04-08,31
4573,2024-03-05,25
1780,2024-04-06,42
4122,2024-03-27,27
4713,2024-03-10,21
4234,2024-03-26,19
4122,2024-03-04,40
4573,2024-03-21,25
4721,2024-03-02,33
2185,2024-03-18,14
1282,2024-03-29,13
2185,2024-03-20,25
4721,2024-03-10,21
4122,2024-03-07,49
4234,2024-03-29,19
4122,2024-02-29,66
4713,2024-03-22,14
1282,2024-03-09,19
3710,2024-03-24,13
3710,2024-04-04,16
4721,2024-04-08,12
4234,2024-03-17,11
4713,2024-04-02,14
5340,2024-04-06,19
4122,2024-03-23,61
4721,2024-03-09,38
4721,2024-03-16,28
2185,2024-03-28,55
1282,2024-04-05,12
4122,2024-04-08,22
4573,2024-03-08,43
4122,2024-03-22,32
86,2024-02-29,13
4573,2024-03-30,33
3710,2024-03-22,11
2185,2024-03-31,27
4721,2024-02-24,20
1780,2024-04-08,15
4713,2024-03-31,11
3710,2024-03-29,10
4721,2024-03-01,16
2185,2024-03-25,33
1780,2024-03-16,41
4539,2024-03-13,12
4573,2024-03-29,27
2185,2024-04-01,21
1282,2024-03-24,13
1282,2024-03-10,14
4721,2024-03-25,12
4122,2024-03-20,42
2185,2024-03-17,20
3710,2024-03-13,13
3710,2024-03-21,12
86,2024-04-05,16
4721,2024-03-20,14
1282,2024-04-07,11
4234,2024-04-01,20
4721,2024-02-27,15
4234,2024-03-24,19
86,2024-03-03,14
3710,2024-03-26,11
4721,2024-03-04,19
4713,2024-03-17,19
1780,2024-03-22,23
4122,2024-02-27,44
4721,2024-04-03,18
1780,2024-04-02,10
4721,2024-02-26,19
1780,2024-03-17,13
86,2024-03-30,15
86,2024-03-07,11
4713,2024-03-13,10
1780,2024-03-18,18
86,2024-02-25,13
4122,2024-04-02,22
4721,2024-03-22,14
4721,2024-03-13,10
4721,2024-03-03,31
1780,2024-04-03,16
2185,2024-03-15,18
1282,2024-03-06,11
4713,2024-03-11,13
4713,2024-02-29,13
1780,2024-03-13,13
86,2024-03-09,13
4721,2024-03-06,13
4573,2024-03-24,24
3710,2024-03-01,14
4234,2024-04-02,32
4721,2024-03-24,12
4713,2024-03-28,20
3710,2024-02-27,13
4713,2024-04-03,18
4713,2024-03-06,13
3710,2024-03-02,34
1780,2024-03-27,16
3710,2024-04-02,13
4721,2024-03-29,10
3710,2024-03-17,12
2185,2024-04-02,24
1780,2024-03-28,16
3710,2024-02-24,22
1780,2024-03-25,20
3710,2024-03-25,15
4721,2024-03-21,18
1780,2024-03-29,15
86,2024-03-02,26
3710,2024-03-06,10
4713,2024-04-08,10
4122,2024-03-25,36
4721,2024-02-28,18
4713,2024-03-08,13
4713,2024-02-26,10
3710,2024-03-08,10
1780,2024-03-31,16
4234,2024-04-03,14
3710,2024-03-20,15
4573,2024-04-05,26
86,2024-04-06,10
4573,2024-03-31,13
4573,2024-04-07,31
4713,2024-03-04,13
1282,2024-03-01,14
1282,2024-03-17,10
4713,2024-03-01,14
1780,2024-04-04,19
3710,2024-03-28,16
1780,2024-03-19,19
3710,2024-03-30,26
4573,2024-03-03,33
1282,2024-04-08,12
4721,2024-03-17,13
5340,2024-03-22,12
86,2024-03-01,12
4801,2024-03-10,10
4713,2024-02-25,21
1282,2024-03-07,10
4573,2024-03-26,21
5340,2024-03-09,11
1780,2024-04-01,14
4004,2024-03-16,10
4713,2024-03-20,15
2185,2024-03-21,27
4713,2024-02-24,25
1282,2024-03-13,12
1780,2024-03-20,16
4721,2024-03-18,13
4004,2024-04-05,11
1780,2024-03-11,11
1282,2024-03-16,27
1780,2024-03-10,13
3710,2024-03-18,14
1780,2024-03-15,14
1282,2024-03-08,16
4721,2024-03-23,19
4539,2024-03-01,10
4713,2024-03-07,10
4721,2024-04-04,14
2185,2024-03-14,10
5340,2024-03-30,11
1780,2024-03-21,24
1282,2024-04-02,10
4713,2024-03-21,12
1282,2024-02-29,12
4713,2024-02-27,17
4004,2024-04-08,10
1282,2024-03-22,10
1075,2024-03-24,52
1075,2024-03-02,81
1075,2024-03-03,57
2371,2024-03-24,18
1075,2024-03-14,52
5450,2024-03-26,15
1075,2024-02-25,35
1075,2024-03-07,38
2371,2024-04-04,12
3999,2024-02-27,12
3896,2024-03-23,10
1798,2024-03-21,30
1798,2024-04-02,24
2371,2024-03-23,25
2371,2024-02-25,16
1798,2024-03-10,17
186,2024-03-07,26
2371,2024-03-16,24
4276,2024-03-03,10
1798,2024-03-08,13
1798,2024-04-01,29
186,2024-03-01,42
1798,2024-03-24,32
186,2024-03-09,44
1075,2024-04-02,44
186,2024-04-01,16
1075,2024-03-08,55
5450,2024-04-02,15
1075,2024-03-15,44
186,2024-03-16,45
1075,2024-03-29,29
186,2024-04-06,46
1075,2024-02-24,66
186,2024-02-24,36
1075,2024-04-06,99
1075,2024-04-05,45
1075,2024-03-10,50
186,2024-03-27,32
1798,2024-04-08,23
186,2024-04-07,35
1798,2024-04-05,35
1798,2024-03-16,55
2371,2024-02-27,12
1075,2024-03-11,38
1798,2024-03-07,15
2371,2024-03-08,14
1075,2024-03-09,97
1075,2024-02-27,27
1075,2024-03-21,35
186,2024-03-06,29
1075,2024-03-25,24
3896,2024-03-02,15
1075,2024-03-16,75
1075,2024-02-29,38
186,2024-03-10,35
186,2024-02-25,16
186,2024-02-29,32
1075,2024-03-31,20
1075,2024-03-22,42
5450,2024-04-04,23
2134,2024-02-24,10
186,2024-03-05,20
5450,2024-03-19,13
1075,2024-03-06,32
2371,2024-03-07,15
186,2024-03-17,27
1075,2024-03-01,44
1075,2024-03-27,35
1075,2024-04-07,44
2371,2024-03-10,27
186,2024-03-03,44
1040,2024-03-13,12
5450,2024-03-30,44
1075,2024-03-04,21
1075,2024-03-12,25
1075,2024-03-18,24
1798,2024-03-23,48
2371,2024-03-04,14
2371,2024-04-02,10
2371,2024-02-28,14
1075,2024-04-03,38
186,2024-04-04,23
1798,2024-03-30,43
186,2024-03-28,25
1075,2024-03-17,48
1075,2024-03-13,36
1075,2024-04-01,29
1040,2024-03-02,15
3896,2024-04-06,10
1075,2024-03-23,61
5450,2024-03-16,21
186,2024-04-08,20
186,2024-03-13,32
2371,2024-04-07,13
186,2024-03-22,16
2371,2024-03-01,16
2371,2024-03-02,20
186,2024-04-02,22
2371,2024-03-15,15
1798,2024-03-15,36
186,2024-03-26,23
2371,2024-04-05,16
1075,2024-03-05,26
5450,2024-03-22,23
1040,2024-03-19,11
1798,2024-03-20,23
4090,2024-03-09,11
186,2024-03-31,18
1798,2024-03-31,20
1075,2024-03-30,73
186,2024-03-20,27
1075,2024-03-19,30
186,2024-03-15,27
4276,2024-02-24,18
5450,2024-03-28,21
2371,2024-03-05,11
186,2024-03-04,24
186,2024-03-18,24
2371,2024-03-03,19
1798,2024-03-18,28
2371,2024-03-31,11
186,2024-03-02,41
1681,2024-02-29,17
1798,2024-04-06,44
186,2024-03-29,17
5450,2024-03-25,17
1075,2024-02-26,30
2371,2024-03-17,12
2371,2024-03-09,34
186,2024-03-08,36
1075,2024-03-28,43
186,2024-03-14,25
4276,2024-03-01,10
3896,2024-03-09,23
1798,2024-04-03,28
1798,2024-03-17,28
1798,2024-04-04,31
5450,2024-03-21,19
1681,2024-03-01,23
5450,2024-04-07,21
1798,2024-04-07,21
5450,2024-03-27,23
186,2024-03-21,30
186,2024-03-24,33
5450,2024-04-06,47
2371,2024-03-22,10
2371,2024-03-14,13
1075,2024-04-08,31
3896,2024-03-16,19
2371,2024-03-30,18
1040,2024-03-04,11
186,2024-04-03,27
1798,2024-03-02,13
1075,2024-04-04,36
186,2024-03-25,19
1798,2024-03-27,30
2371,2024-03-29,11
186,2024-03-30,36
1681,2024-02-28,16
1040,2024-03-03,10
3896,2024-03-17,10
1075,2024-02-28,28
186,2024-03-23,39
2371,2024-02-24,22
2371,2024-02-29,13
186,2024-02-28,24
1798,2024-03-19,26
1798,2024-03-13,30
5450,2024-03-29,23
1798,2024-03-28,41
1798,2024-03-25,24
1040,2024-03-01,12
1798,2024-03-12,14
186,2024-03-11,25
1798,2024-03-14,19
5450,2024-03-24,21
5450,2024-04-05,15
1681,2024-03-02,23
1075,2024-03-20,21
3644,2024-03-02,15
186,2024-03-12,26
186,2024-04-05,28
1040,2024-02-25,12
5450,2024-03-23,30
186,2024-02-26,20
1681,2024-03-06,11
2371,2024-03-28,17
4090,2024-03-02,12
3896,2024-03-07,11
2371,2024-04-06,16
1798,2024-03-26,18
3644,2024-02-24,12
4276,2024-03-09,17
5450,2024-03-31,12
2371,2024-03-25,11
186,2024-03-19,21
4276,2024-03-02,21
1798,2024-03-22,24
1075,2024-03-26,22
3896,2024-03-30,15
2371,2024-03-11,10
1040,2024-03-05,12
5450,2024-03-20,15
2371,2024-04-03,10
1798,2024-03-03,13
2371,2024-03-12,14
1890,2024-02-24,11
3896,2024-02-24,12
3999,2024-03-13,11
1040,2024-03-10,15
1040,2024-03-06,11
1798,2024-03-09,29
2371,2024-03-18,11
2371,2024-03-19,12
2371,2024-03-06,18
1798,2024-03-11,22
1681,2024-03-03,17
5450,2024-04-08,15
3896,2024-03-15,10
1798,2024-03-29,25
1681,2024-02-27,13
2371,2024-02-26,10
1040,2024-03-16,12
4750,2024-04-06,10
1681,2024-02-24,17
4188,2024-03-02,10
1040,2024-03-09,14
4090,2024-04-06,10
3896,2024-03-19,10
1681,2024-02-26,14
1040,2024-02-24,12
3999,2024-02-26,10
2909,2024-02-17,50
5032,2024-02-17,25
4793,2024-02-17,18
2131,2024-02-17,10
4532,2024-02-17,13
1900,2024-02-17,10
3143,2024-03-25,11
3090,2024-02-17,23
1144,2024-02-17,95
2281,2024-02-17,28
3443,2024-02-17,11
1166,2024-02-17,41
3513,2024-02-17,26
2332,2024-02-17,33
4653,2024-02-17,11
558,2024-02-17,81
5030,2024-02-17,27
2273,2024-02-17,11
2496,2024-02-17,14
4321,2024-02-17,14
178,2024-02-17,20
4258,2024-02-17,13
4513,2024-04-06,11
495,2024-03-28,12
3048,2024-02-17,73
4027,2024-02-17,35
4029,2024-02-17,32
4101,2024-02-17,13
1005,2024-02-17,29
945,2024-02-17,10
3509,2024-02-17,18
3019,2024-03-01,10
3019,2024-03-16,10
3019,2024-02-17,10
4436,2024-02-17,29
412,2024-02-17,52
4193,2024-02-17,27
2321,2024-02-17,10
234,2024-02-17,83
601,2024-02-17,35
594,2024-02-17,29
1178,2024-02-17,10
1288,2024-02-17,40
3674,2024-02-17,12
1734,2024-02-17,64
3710,2024-02-17,27
4713,2024-02-17,37
4721,2024-02-17,26
4122,2024-02-17,85
1282,2024-02-17,21
2793,2024-02-17,10
4539,2024-02-17,11
3644,2024-02-17,13
186,2024-02-17,34
2371,2024-02-17,17
1075,2024-02-17,62
3999,2024-02-17,11
1040,2024-02-17,23
4276,2024-02-17,29
1681,2024-02-17,21
3896,2024-02-17,12
1798,2024-02-17,11
4532,2024-02-10,14
4793,2024-02-10,14
2909,2024-02-10,73
1694,2024-02-10,19
1694,2024-02-09,16
2909,2024-02-09,66
4793,2024-02-09,14
4793,2024-02-08,16
4532,2024-02-08,16
2909,2024-02-08,54
1694,2024-02-08,11
2909,2024-02-07,59
4793,2024-02-07,11
2909,2024-02-06,33
2909,2024-02-16,40
5032,2024-02-16,12
5032,2024-02-23,23
2909,2024-02-23,41
5501,2024-02-23,13
3113,2024-02-10,10
3090,2024-02-10,18
1144,2024-02-10,118
558,2024-02-10,62
1166,2024-02-10,25
2496,2024-02-10,18
2281,2024-02-10,12
2332,2024-02-10,29
3513,2024-02-10,23
5030,2024-02-10,27
178,2024-02-10,22
2273,2024-02-10,13
4321,2024-02-10,17
3443,2024-02-10,11
558,2024-02-09,52
3443,2024-02-09,11
3513,2024-02-09,26
1144,2024-02-09,111
1166,2024-02-09,27
5030,2024-02-09,23
2332,2024-02-09,43
3090,2024-02-09,11
986,2024-02-09,13
178,2024-02-09,20
1356,2024-02-09,11
